Status,Lift Name,Type,Capacity,Vertical Rise,Length,Line Speed,Drive,Ride Time,Resort,State,Ikon,Epic,Price
Operating,Majestic,Quad,1961,,,,Top,,brighton,ut,1,0,67
Operating,Comet Express,High Speed Quad,2400,1106,4103,1000,Top,4.1,bristol mountain,ny,0,0,
Operating,Galaxy Express,High Speed Quad,2400,1108,4200,1000,Top,4.2,bristol mountain,ny,0,0,
Operating,Morning Star,Quad,2400,543,3110,425,Top,7.3,bristol mountain,ny,0,0,
Operating,Rocket,Triple,1800,1197,4005,450,Bottom,8.9,bristol mountain,ny,0,0,
Operating,Sunset,Double,1000,400,1771,450,Bottom,3.9,bristol mountain,ny,0,0,
Operating,Sun Mountain Express,High Speed Quad,2400,1302,5444,1000,Bottom,5.4,bromley,vt,0,0,
Operating,Blue Ribbon,Quad,1800,926,3200,450,Bottom,7.1,bromley,vt,0,0,
Operating,Alpine,Double,1200,672,2593,500,Bottom,5.2,bromley,vt,0,0,
Operating,East Meadow,Double,1200,385,2140,460,Bottom,4.7,bromley,vt,0,0,
Operating,Sun,Double,1200,1213,4803,500,Bottom,9.6,bromley,vt,0,0,
Operating,Plaza,Double,1000,321,1920,450,Bottom,4.3,bromley,vt,0,0,
Operating,Blue Bird Express,High Speed Quad,2600,1576,5440,1000,Bottom,5.4,brundage,id,0,0,
Operating,Bear,Triple,1800,612,2388,450,Bottom,5.3,brundage,id,0,0,
Operating,Lakeview,Triple,1800,805,3175,450,Top,7.1,brundage,id,0,0,
Operating,Centennial,Triple,1300,1653,6130,500,Top,12.3,brundage,id,0,0,
Operating,Easy Street,Triple,1200,117,705,300,Bottom,2.4,brundage,id,0,0,
Operating,2,Quad,2400,266,1113,375,Bottom,3,buck hill,mn,0,0,
Operating,4,Quad,2400,251,1194,360,Bottom,3.3,buck hill,mn,0,0,
Operating,5,Triple,1500,145,1020,350,Bottom,2.9,buck hill,mn,0,0,
Operating,Continental Divide,Triple,1800,344,1257,450,Bottom,2.8,buena vista,mn,0,0,
Operating,Sunnyside,Double,1380,231,1059,450,Bottom,2.4,buena vista,mn,0,0,
Operating,Bear Track,Double,1200,146,663,450,Bottom,1.5,buena vista,mn,0,0,
Operating,Tamarack,Double,1200,465,2718,450,Bottom,6,buffalo ski center,ny,0,0,
Operating,Sitzmarker,Double,1096,,,,Top,,buffalo ski center,ny,0,0,
Operating,Sherburne Express,High Speed Quad,2400,563,3807,1000,Top,3.8,burke mountain,vt,0,0,
Operating,Mid Burke Express,High Speed Quad,2200,1581,5890,1000,Top,5.9,burke mountain,vt,0,0,
Operating,Summit Express,High Speed Quad,1800,1829,9581,1100,Top,8.7,buttermilk,co,0,0,
Operating,Tiehack Express,High Speed Quad,1800,1663,6813,1000,Top,6.8,buttermilk,co,0,0,
Operating,Panda Peak,Double,1200,105,1035,480,Top,2.2,buttermilk,co,0,0,
Operating,West Buttermilk Express,High Speed Quad,1200,1189,5743,1000,Top,5.7,buttermilk,co,0,0,
Operating,North Peak,Quad,2130,419,1720,400,Bottom,4.3,caberfae peaks,mi,0,0,
Operating,South Peak,Triple,1800,367,1418,400,Bottom,3.5,caberfae peaks,mi,0,0,
Operating,Vista,Triple,1417,429,1638,450,Bottom,3.6,caberfae peaks,mi,0,0,
Operating,East Peak,Triple,1315,374,2066,360,Bottom,5.7,caberfae peaks,mi,0,0,
Operating,Triple,Triple,1600,826,3877,450,,8.6,camden snowbowl,me,0,0,
Operating,Double,Double,900,228,1123,401,,2.8,camden snowbowl,me,0,0,
Operating,Black Bear 6,High Speed Six,3000,667,2654,1000,Top,2.7,camelback,pa,1,0,
Operating,Stevenson Express,High Speed Quad,2400,797,2686,886,Bottom,3,camelback,pa,1,0,
Operating,Sunbowl,Quad,2368,128,1116,450,Bottom,2.5,camelback,pa,1,0,
Operating,Meadows,Triple,1800,378,1707,400,Bottom,4.3,camelback,pa,1,0,
Operating,Raceway,Triple,1800,451,1771,450,Bottom,3.9,camelback,pa,1,0,
Operating,Cleopatra,Triple,1600,645,2414,,Bottom,,camelback,pa,1,0,
Operating,Bailey,Double,1200,654,2531,425,Bottom,6,camelback,pa,1,0,
Operating,Marc Antony,Double,1200,700,2481,450,Bottom,5.5,camelback,pa,1,0,
Operating,Glen,Double,1096,,,,Bottom,,camelback,pa,1,0,
Operating,Peabody Express,High Speed Quad,2500,1318,5251,1000,Bottom,5.3,cannon mountain,nh,0,0,
Operating,Cannonball Express,Quad,2400,880,2460,450,Top,5.5,cannon mountain,nh,0,0,
Operating,Tuckerbrook,Quad,2400,281,1324,400,Bottom,3.3,cannon mountain,nh,0,0,
Operating,Zoomer,Triple,1800,630,1640,425,Bottom,3.9,cannon mountain,nh,0,0,
Operating,Eagle Cliff,Triple,1500,,,,Bottom,,cannon mountain,nh,0,0,
Operating,Brookside,Triple,1400,105,790,350,Bottom,2.3,cannon mountain,nh,0,0,
Operating,Mittersill,Double,1000,1280,4025,500,Bottom,8.1,cannon mountain,nh,0,0,
Operating,Aerial Tram,Tram 70,700,2021,5349,1500,Bottom,3.6,cannon mountain,nh,0,0,
Operating,Quad,Quad,2100,250,1325,400,Bottom,3.3,cannonsburg,mi,0,0,
Operating,Double,Double,1200,182,1240,465,Bottom,2.7,cannonsburg,mi,0,0,
Operating,Triple,Triple,1200,485,2748,420,Bottom,6.5,cannonsburg,mi,0,0,
Operating,Promenade,Triple,1800,529,2154,500,Bottom,4.3,catamount ma,ny,0,0,
Operating,Catamount,Quad,1961,,,,Bottom,,catamount ma,ny,0,0,
Operating,Ridge,Quad,1961,,,,Bottom,,catamount ma,ny,0,0,
Operating,Glade,Triple,1618,,,,Bottom,,catamount ma,ny,0,0,
Operating,Meadows,Triple,1618,,,,Bottom,,catamount ma,ny,0,0,
Operating,Gateway,Triple,1618,,,,Top,,cherry peak,ut,0,0,
Operating,Summit,Triple,1618,,,,Top,,cherry peak,ut,0,0,
Operating,Vista,Triple,1618,,,,Top,,cherry peak,ut,0,0,
Operating,4 Park,Triple,1800,536,2458,350,Top,7,china peak,ca,0,0,
Operating,5 Peak,Triple,1400,904,2980,450,Bottom,6.6,china peak,ca,0,0,
Operating,6 Canyon,Double,1096,,,,Top,,china peak,ca,0,0,
Operating,2 Buckhorn,Quad,1961,,,,Top,,china peak,ca,0,0,
Operating,1 Summit,Triple,1618,1154,5265,,Top,,china peak,ca,0,0,
Operating,7 Lakeview,Triple,1618,,,,Bottom,,china peak,ca,0,0,
Operating,Chair 1,Double,1200,383,1924,465,Bottom,4.1,cockaigne,ny,0,0,
Operating,Chair 2,Double,1050,396,2516,465,Bottom,5.4,cockaigne,ny,0,0,
Operating,Run of the Mill,Double,1200,366,1087,375,Bottom,2.9,coffee mill,mn,0,0,
Operating,Barnstormer,Double,1096,,,,Top,,coffee mill,mn,0,0,
Operating,American Eagle,Chondola 6/8,3400,1484,6211,1000,Top,6.2,copper mountain,co,1,0,89
Operating,American Flyer,High Speed Six,3200,1904,9886,1000,Top,9.9,copper mountain,co,1,0,89
Operating,Super Bee,High Speed Six,2900,2293,8870,1100,Top,8.1,copper mountain,co,1,0,89
Operating,Excelerator,High Speed Quad,2450,846,3216,1100,Top,2.9,copper mountain,co,1,0,89
Operating,Timberline Express,High Speed Quad,2400,1129,4926,1000,Top,4.9,copper mountain,co,1,0,89
Operating,Woodward Express,High Speed Quad,2400,1006,4819,1000,Top,4.8,copper mountain,co,1,0,89
Operating,Rendezvous,Triple,2000,502,3367,550,Bottom,6.1,copper mountain,co,1,0,89
Operating,Kokomo Express,High Speed Quad,1800,362,2923,800,Top,3.7,copper mountain,co,1,0,89
Operating,Lumberjack,Triple,1800,702,4300,500,Bottom,8.6,copper mountain,co,1,0,89
Operating,Resolution,Triple,1800,1417,4381,500,Top,8.8,copper mountain,co,1,0,89
Operating,Alpine,Double,1200,1726,5586,500,Top,11.2,copper mountain,co,1,0,89
Operating,Mountain Chief,Double,1200,814,2365,500,Bottom,4.7,copper mountain,co,1,0,89
Operating,Pitchfork,Double,1200,66,535,500,Bottom,1.1,copper mountain,co,1,0,89
Operating,Sierra,Triple,1200,773,3108,475,Bottom,6.5,copper mountain,co,1,0,89
Operating,Three Bears,Triple,1200,1158,3166,500,Bottom,6.3,copper mountain,co,1,0,89
Operating,Blackjack,Double,1096,744,,,Top,5.5,copper mountain,co,1,0,89
Operating,Skimobile Express,High Speed Quad,3000,1123,4489,1000,Bottom,4.5,cranmore,nh,0,0,
Operating,Lookout,Triple,1800,1110,4470,450,Bottom,9.9,cranmore,nh,0,0,
Operating,Schneider,Triple,1800,,,,Bottom,,cranmore,nh,0,0,
Operating,South,Quad,1600,544,2715,400,Bottom,6.8,cranmore,nh,0,0,
Operating,C-More's,Double,1000,,,,Bottom,,cranmore,nh,0,0,
Operating,East River Express,High Speed Quad,2400,1024,3458,1000,Top,3.5,crested butte,co,0,1,98
Operating,Red Lady Express,High Speed Quad,2400,971,5647,1100,Top,5.1,crested butte,co,0,1,98
Operating,Silver Queen Express,High Speed Quad,2400,2058,7800,1100,Top,7.1,crested butte,co,0,1,98
Operating,Paradise Express,High Speed Quad,1980,1302,5682,1100,Top,5.2,crested butte,co,0,1,98
Operating,Teocalli,Quad,1800,642,3791,450,Top,8.4,crested butte,co,0,1,98
Operating,Westwall,Quad,1800,469,1741,450,Top,2.9,crested butte,co,0,1,98
Operating,Gold Link,Triple,1800,524,2477,450,Top,5.5,crested butte,co,0,1,98
Operating,Painter Boy,Triple,1800,335,1800,450,Top,4,crested butte,co,0,1,98
Operating,Peachtree,Triple,1800,193,912,400,Top,2.3,crested butte,co,0,1,98
Operating,Prospect,Quad,1200,541,2457,450,Top,5.5,crested butte,co,0,1,98
Operating,The Rocket,High Speed Quad,2400,,,,,,crotched mountain,nh,0,1,
Operating,Valley,Quad,2000,,,,Bottom,,crotched mountain,nh,0,1,
Operating,Rover,Triple,1500,,,,Bottom,,crotched mountain,nh,0,1,
Operating,West,Double,1200,485,2741,465,Bottom,5.9,crotched mountain,nh,0,1,
Operating,Chinook Express,High Speed Six,3600,855,3954,1000,Top,4,crystal,wa,1,0,63
Operating,Forest Queen Express,High Speed Six,3600,1163,4568,1000,Top,4.6,crystal,wa,1,0,63
Operating,Rainier Express,High Speed Quad,2800,1584,4108,1000,Bottom,4.1,crystal,wa,1,0,63
Operating,Buck,Quad,2525,294,1038,400,Bottom,2.6,crystal,mi,1,0,63
Operating,Loki,Quad,2525,255,920,400,Bottom,2.3,crystal,mi,1,0,63
Operating,Green Valley,High Speed Quad,2400,916,2859,1000,Top,2.9,crystal,wa,1,0,63
Operating,North Face,Quad,2400,226,1161,410,Bottom,2.8,crystal,mi,1,0,63
Operating,Ridge,Triple,2100,253,1258,300,Bottom,4.2,crystal,mi,1,0,63
Operating,Crystal Clipper,High Speed Quad,2000,314,2167,1100,Top,2,crystal,mi,1,0,63
Operating,Discovery,Triple,1800,168,1465,450,Bottom,3.3,crystal,wa,1,0,63
Operating,Gold Hills,Triple,1800,588,1878,,Bottom,,crystal,wa,1,0,63
Operating,Northway,Double,1200,1843,5422,550,Top,9.9,crystal,wa,1,0,63
Operating,Mount Rainier Gondola,Gondola 8,900,2457,6835,800,Bottom,8.5,crystal,wa,1,0,63
Operating,Chair 6,Double,875,920,2510,510,Bottom,4.9,crystal,wa,1,0,63
Operating,Quicksilver,Quad,1961,717,,,Top,,crystal,wa,1,0,63
Operating,Backyard,Triple,1618,,,,Bottom,,crystal,mi,1,0,63
Standing,Chair 5,Triple,1800,972,3219,450,Bottom,7.2,cuchara,co,0,0,
Standing,Chair 4,Double,1200,266,1427,400,Bottom,3.6,cuchara,co,0,0,
Standing,Chair 3,Double,1100,1346,4940,500,Bottom,9.9,cuchara,co,0,0,
Operating,Winslow,Quad,1800,893,3690,450,Bottom,8.2,dartmouth skiway,nh,0,0,
Operating,Holt's Ledge,Double,1000,,,,Bottom,,dartmouth skiway,nh,0,0,
Operating,Carpenter Express,High Speed Quad,3000,1185,4835,1070,Top,4.5,deer valley,ut,1,0,109
Operating,Empire Express,High Speed Quad,2800,1210,4825,1000,Top,4.8,deer valley,ut,1,0,109
Operating,Quincy Express,High Speed Quad,2800,1011,4144,1000,Top,4.1,deer valley,ut,1,0,109
Operating,Ruby Express,High Speed Quad,2800,723,2386,1000,Top,2.4,deer valley,ut,1,0,109
Operating,Silver Lake Express,High Speed Quad,2800,1398,6610,1000,Top,6.6,deer valley,ut,1,0,109
Operating,Homestake Express,High Speed Quad,2400,264,1710,1000,Top,1.7,deer valley,ut,1,0,109
Operating,Lady Morgan Express,High Speed Quad,2400,1118,4499,1000,Top,4.5,deer valley,ut,1,0,109
Operating,Mountaineer Express,High Speed Quad,2400,869,2965,984,Top,3,deer valley,ut,1,0,109
Operating,Northside Express,High Speed Quad,2400,910,3735,1000,Top,3.7,deer valley,ut,1,0,109
Operating,Silver Strike Express,High Speed Quad,2400,984,5114,1000,Top,5.1,deer valley,ut,1,0,109
Operating,Sterling Express,High Speed Quad,2400,1169,4686,1000,Top,4.7,deer valley,ut,1,0,109
Operating,Sultan Express,High Speed Quad,2400,1752,4995,1000,Top,5,deer valley,ut,1,0,109
Operating,Wasatch Express,High Speed Quad,2400,1398,4201,1000,Top,4.2,deer valley,ut,1,0,109
Operating,Jordanelle Express Gondola,Gondola 6,1900,1322,5170,1000,Top,5.2,deer valley,ut,1,0,109
Operating,Burns Express,High Speed Quad,1800,190,1020,690,Bottom,1.5,deer valley,ut,1,0,109
Operating,Crown Point,Triple,1800,550,1394,500,Top,2.8,deer valley,ut,1,0,109
Operating,Judge,Triple,1800,195,697,400,Top,1.7,deer valley,ut,1,0,109
Operating,Mayflower,Triple,1800,1371,3493,500,Top,7,deer valley,ut,1,0,109
Operating,Red Cloud,Triple,1800,766,2568,500,Top,5.1,deer valley,ut,1,0,109
Operating,Viking,Triple,1800,135,1500,500,Bottom,3,deer valley,ut,1,0,109
Operating,Snowflake,Double,1000,190,1070,300,Top,3.6,deer valley,ut,1,0,109
Operating,Q,Triple,1618,,,,Bottom,,detroit mountain,mn,0,0,
Operating,Z,Triple,1618,,,,Bottom,,detroit mountain,mn,0,0,
Operating,Crystal Express,High Speed Quad,2400,1477,4923,1000,Top,4.9,diamond peak,nv,0,0,
Operating,Lakeview,Quad,2400,672,2205,500,Top,4.4,diamond peak,nv,0,0,
Operating,Lodgepole,Quad,1800,292,2022,425,Top,4.8,diamond peak,nv,0,0,
Operating,Red Fox,Double,1200,441,1645,450,Top,3.7,diamond peak,nv,0,0,
Operating,Schoolhouse,Double,1200,50,805,450,Bottom,1.8,diamond peak,nv,0,0,
Operating,Ridge,Double,1065,286,1550,475,Bottom,3.3,diamond peak,nv,0,0,
Operating,Chair 8,Quad,2400,1101,4540,475,Top,9.6,dodge ridge,ca,0,0,
Operating,Chair 3,Triple,1900,794,3580,500,Bottom,7.2,dodge ridge,ca,0,0,
Operating,Chair 7,Triple,1800,1168,4755,500,Bottom,9.5,dodge ridge,ca,0,0,
Operating,1 Triple Nugget,Triple,1400,400,2251,400,Bottom,5.6,dodge ridge,ca,0,0,
Operating,Chair 4,Double,1200,630,2442,,Bottom,,dodge ridge,ca,0,0,
Operating,Chair 5,Double,650,795,3586,450,Bottom,8,dodge ridge,ca,0,0,
Operating,Chair 6,Double,1096,224,1468,350,Top,4.2,dodge ridge,ca,0,0,
Operating,Chair 1,Triple,1800,709,2198,500,Bottom,4.4,donner ski ranch,ca,0,0,59
Operating,Chair 2,Double,1096,413,1656,450,Top,3.7,donner ski ranch,ca,0,0,59
Operating,Chair 3,Double,1096,511,3000,500,Top,6,donner ski ranch,ca,0,0,59
Operating,Chair 4,Double,1096,257,1045,370,Top,2.8,donner ski ranch,ca,0,0,59
Operating,Chair 5,Double,1096,300,2996,450,Top,6.7,donner ski ranch,ca,0,0,59
Operating,Chair 6,Double,1096,157,970,450,Top,2.2,donner ski ranch,ca,0,0,59
Operating,Monarch,Triple,1800,441,2292,450,Bottom,5.1,eagle point,ut,0,0,
Operating,Lookout,Quad,1700,957,3314,500,Bottom,6.6,eagle point,ut,0,0,
Operating,Skyline,Double,1200,432,2821,500,Top,5.6,eagle point,ut,0,0,
Operating,Canyonside,Double,1096,,,,Bottom,,eagle point,ut,0,0,
Operating,Soaring Heights 1,Double,1200,495,2495,450,Top,5.5,eagle rock,pa,0,0,
Operating,Soaring Heights 2,Double,1200,498,2495,453,Top,5.5,eagle rock,pa,0,0,
Operating,Hooter,Double,1200,632,3160,450,Bottom,7,eaglecrest,ak,0,0,
Operating,Ptarmigan,Double,800,1403,4880,500,Bottom,9.8,eaglecrest,ak,0,0,
Operating,Black Bear,Double,1096,,,,Bottom,,eaglecrest,ak,0,0,
Operating,Porcupine,Double,1096,,,,Bottom,,eaglecrest,ak,0,0,
Operating,Alpenglow,High Speed Six,3600,1001,4098,1000,Top,4.1,eldora,co,1,0,80
Operating,Corona,Quad,1900,1370,4039,475,Top,8.5,eldora,co,1,0,80
Operating,Indian Peaks,Quad,1800,1111,4070,450,Top,9,eldora,co,1,0,80
Operating,EZ,Triple,1800,250,1437,450,Bottom,3.2,eldora,co,1,0,80
Operating,Caribou,Double,1200,250,1240,350,Bottom,3.5,eldora,co,1,0,80
Operating,Sundance,Double,1200,346,1647,425,Bottom,3.9,eldora,co,1,0,80
Operating,Little Hawk,Double,1000,112,788,350,Top,2.3,eldora,co,1,0,80
Operating,F,Quad,2400,935,3570,425,Bottom,8.4,elk mountain,pa,0,0,
Operating,B,Double,1200,897,3672,465,Bottom,7.9,elk mountain,pa,0,0,
Operating,C,Double,1200,870,3291,450,Bottom,7.3,elk mountain,pa,0,0,
Operating,D,Double,1200,320,1798,465,Bottom,3.9,elk mountain,pa,0,0,
Operating,A,Double,1000,85,602,350,Bottom,1.7,elk mountain,pa,0,0,
Operating,E,Double,1096,,,,Bottom,,elk mountain,pa,0,0,
Operating,Sarajevo Express,High Speed Quad,2400,423,2260,1000,Bottom,2.3,giants ridge,mn,0,0,
Operating,Helsinki,Quad,2400,420,1915,400,Bottom,4.8,giants ridge,mn,0,0,
Operating,Calgary,Triple,1800,421,1945,450,Bottom,4.3,giants ridge,mn,0,0,
Operating,Chamonix,Double,1200,404,2100,450,Bottom,4.7,giants ridge,mn,0,0,
Operating,Rocky Top,Double,1200,427,2319,450,Bottom,5.2,giants ridge,mn,0,0,
Operating,Northwoods,Gondola 8,2400,1703,7208,1100,Top,6.6,gore mountain,ny,0,0,71
Operating,Adirondack Express II,High Speed Quad,2400,1494,7079,1100,Bottom,6.4,gore mountain,ny,0,0,71
Operating,North,Quad,2400,733,3750,450,Top,8.3,gore mountain,ny,0,0,71
Operating,Straight Brook,Quad,2400,913,2755,450,Top,6.1,gore mountain,ny,0,0,71
Operating,Sunway,Quad,2400,591,3232,450,Bottom,7.2,gore mountain,ny,0,0,71
Operating,Burnt Ridge,High Speed Quad,2000,1437,6096,1100,Bottom,5.5,gore mountain,ny,0,0,71
Operating,High Peaks,Quad,2000,902,3537,450,Bottom,7.9,gore mountain,ny,0,0,71
Operating,Hudson,Triple,1618,,,,Bottom,,gore mountain,ny,0,0,71
Operating,Topridge,Triple,1618,1024,4100,,Top,,gore mountain,ny,0,0,71
Operating,Village,Triple,1618,,,,Bottom,,gore mountain,ny,0,0,71
Operating,Quickdraw,High Speed Quad,2400,840,4360,1100,Top,4,granby ranch,co,0,0,
Operating,Conquest,Triple,1800,767,3375,450,Bottom,7.5,granby ranch,co,0,0,
Operating,Milestone,Double,1200,77,555,300,Bottom,1.9,granby ranch,co,0,0,
Operating,Kicking Horse,Quad,1200,244,1920,450,Bottom,4.3,granby ranch,co,0,0,
Operating,Dreamcatcher,High Speed Quad,2400,1883,6278,1000,Bottom,6.3,grand targhee,wy,0,0,
Operating,Sacajewea,High Speed Quad,2400,1289,3891,1000,Top,3.9,grand targhee,wy,0,0,
Operating,Colter,High Speed Six,2400,1821,4774,1000,Top,4.7,grand targhee,wy,0,0,
Operating,Blackfoot,Quad,1800,1200,3119,450,Bottom,6.9,grand targhee,wy,0,0,
Operating,Shoshone,Quad,1800,350,1881,350,Bottom,5.4,grand targhee,wy,0,0,
Operating,Rawhide Gulch,Double,1096,250,2450,500,Bottom,4.9,great divide,mt,0,0,
Operating,Meadow Mountain,Double,1096,300,1000,400,Bottom,2.5,great divide,mt,0,0,
Operating,Good Luck,Double,1096,615,2600,,Bottom,,great divide,mt,0,0,
Operating,Mount Belmont,Double,1096,1300,4500,500,Bottom,9,great divide,mt,0,0,
Operating,Wild West,Double,1096,1200,4800,450,Bottom,10.7,great divide,mt,0,0,
Operating,1A Visions Express,Quad,2400,735,3313,450,Bottom,7.4,greek peak,ny,0,0,
Operating,5,Triple,1725,646,3229,460,Top,7,greek peak,ny,0,0,
Operating,1,Double,1200,737,3211,465,Bottom,6.9,greek peak,ny,0,0,
Operating,2,Double,1000,750,4300,,Top,,greek peak,ny,0,0,
Operating,4,Double,1000,601,2732,465,Bottom,5.9,greek peak,ny,0,0,
Operating,3,Triple,1618,,,,Top,,greek peak,ny,0,0,
Operating,Panorama,High Speed Quad,2400,1602,6427,1000,Bottom,6.4,gunstock,nh,0,0,
Operating,Ramrod,Quad,2100,420,1860,400,Bottom,4.7,gunstock,nh,0,0,
Operating,Pistol,Triple,1800,523,2510,500,Bottom,5,gunstock,nh,0,0,
Operating,Tiger,Triple,1800,720,2780,445,Bottom,6.2,gunstock,nh,0,0,
Operating,Penny Pitou's Silver Medal,Quad,1500,165,1207,400,Bottom,3,gunstock,nh,0,0,
Operating,Powderbowl Express,High Speed Six,3400,793,2325,1000,Top,2.3,heavenly,nv,0,1,120
Operating,Gondola,Gondola 8,2800,2874,12149,1200,Top,10.1,heavenly,nv,0,1,120
Operating,Comet Express,High Speed Quad,2800,883,3688,1000,Bottom,3.7,heavenly,nv,0,1,120
Operating,Dipper Express,High Speed Quad,2800,1141,5013,1000,Top,5,heavenly,nv,0,1,120
Operating,Stagecoach Express,High Speed Quad,2800,1493,5920,1000,Bottom,5.9,heavenly,nv,0,1,120
Operating,Canyon Express,High Speed Quad,2600,1002,3831,1000,Bottom,7.7,heavenly,nv,0,1,120
Operating,Gunbarrel Express,High Speed Quad,2600,1588,3758,1000,Top,3.8,heavenly,nv,0,1,120
Operating,North Bowl Express,High Speed Quad,2400,1279,5077,1000,Top,5.1,heavenly,nv,0,1,120
Operating,Olympic Express,High Speed Quad,2400,866,3330,1000,Top,3.3,heavenly,nv,0,1,120
Operating,Sky Express,High Speed Quad,2400,1418,4585,1000,Bottom,4.6,heavenly,nv,0,1,120
Operating,Tamarack Express,High Speed Six,2400,571,2930,1000,Bottom,2.9,heavenly,nv,0,1,120
Operating,Patsy's,Triple,2000,124,1220,500,Top,2.4,heavenly,nv,0,1,120
Operating,Boulder,Triple,1800,440,3103,400,Top,7.8,heavenly,nv,0,1,120
Operating,Galaxy,Triple,1800,1014,5617,500,Top,11.2,heavenly,nv,0,1,120
Operating,Big Easy,Quad,1600,172,910,350,Bottom,2.6,heavenly,nv,0,1,120
Operating,Mott Canyon,Double,1000,871,2702,550,Top,4.9,heavenly,nv,0,1,120
Operating,World Cup,Double,900,323,1170,400,Bottom,2.9,heavenly,nv,0,1,120
Operating,Aerial Tram,Tram 50,650,1569,4015,1575,Bottom,2.5,heavenly,nv,0,1,120
Operating,First Ride,Triple,1618,,,,Top,,heavenly,nv,0,1,120
Operating,Groove,Triple,1618,,,,Top,,heavenly,nv,0,1,120
Operating,Barnstormer,High Speed Six,2725,1181,5450,1000,Bottom,5.5,hermitage club,vt,0,0,
Operating,The Witches,Triple,1800,685,2350,500,Bottom,4.7,hermitage club,vt,0,0,
Operating,Stag's Leap,Quad,1600,302,2958,450,,6.6,hermitage club,vt,0,0,
Operating,The Tage,Quad,600,448,2855,400,Top,7.1,hermitage club,vt,0,0,
Operating,Avalanche,Quad,2400,437,2530,425,Top,6,hidden valley,pa,0,1,
Operating,Blizzard,Quad,2400,321,1449,450,Top,3.2,hidden valley,pa,0,1,
Operating,Sunrise,Triple,1800,398,2158,465,Bottom,4.6,hidden valley,pa,0,1,
Operating,Sunset,Triple,1800,398,2158,465,Bottom,4.6,hidden valley,pa,0,1,
Operating,Mardi Gras Xpress,High Speed Quad,2800,688,4230,1000,Bottom,4.2,holiday valley,ny,0,0,
Operating,Morningstar Express,High Speed Quad,2400,528,2519,1000,Bottom,2.5,holiday valley,ny,0,0,
Operating,Tannenbaum Express,High Speed Quad,2400,477,2669,1000,Bottom,2.7,holiday valley,ny,0,0,
Operating,Yodeler Express,High Speed Quad,2400,500,1624,800,Bottom,2,holiday valley,ny,0,0,
Operating,Chute,Quad,2400,475,1570,400,Bottom,3.9,holiday valley,ny,0,0,
Operating,Cindy's,Quad,2400,460,2090,400,Bottom,5.2,holiday valley,ny,0,0,
Operating,Eagle,Quad,2400,429,1720,425,Bottom,4,holiday valley,ny,0,0,
Operating,Sunrise,Quad,2400,463,2040,400,Bottom,5.1,holiday valley,ny,0,0,
Operating,Spruce Lake,Quad,1800,447,2924,450,Bottom,6.5,holiday valley,ny,0,0,
Operating,Creekside,Quad,1500,127,872,300,Bottom,2.9,holiday valley,ny,0,0,
Operating,SnowPine,Quad,1961,,,,Bottom,,holiday valley,ny,0,0,
Operating,Exhibition Express,High Speed Quad,2400,397,2369,984,Bottom,2.4,holimont,ny,0,0,
Operating,Cascade,Quad,2400,570,1895,450,Bottom,4.2,holimont,ny,0,0,
Operating,Sunset,Triple,1650,512,2510,450,Bottom,5.6,holimont,ny,0,0,
Operating,Greer,Double,1200,551,2041,450,Bottom,4.5,holimont,ny,0,0,
Operating,Meadow,Double,1200,547,2638,450,Bottom,5.9,holimont,ny,0,0,
Operating,Chipmunk,Triple,1100,70,511,350,Bottom,1.5,holimont,ny,0,0,
Operating,Old Homewood Express,High Speed Quad,1800,968,3971,1000,Top,4,homewood,ca,0,0,
Operating,Madden,Triple,1800,1040,3804,475,Bottom,8,homewood,ca,0,0,
Operating,Ellis,Triple,1200,1087,4512,400,Bottom,11.3,homewood,ca,0,0,
Operating,Quail,Triple,1200,767,2501,450,Bottom,10,homewood,ca,0,0,
Operating,Triple,Triple,1400,758,3067,450,Bottom,6.8,hunt hollow,ny,0,0,
Operating,Double,Double,1096,,,,Bottom,,hunt hollow,ny,0,0,
Operating,Kaatskill Flyer,High Speed Six,3200,1477,5400,1000,Bottom,5.4,hunter mountain,ny,0,0,68
Operating,Northern Express,High Speed Six,2400,1030,3245,1000,Bottom,3.3,hunter mountain,ny,0,0,68
Operating,Zephyr Express,High Speed Quad,2000,,,,Bottom,,hunter mountain,ny,0,0,68
Operating,D,Double,1800,900,3500,450,Bottom,7.8,hunter mountain,ny,0,0,68
Operating,B Broadway,Quad,1800,490,2642,450,Top,5.9,hunter mountain,ny,0,0,68
Operating,C 20th Century,Quad,1800,171,1393,450,Top,3.1,hunter mountain,ny,0,0,68
Operating,F,Triple,1800,1010,2950,500,Bottom,5.9,hunter mountain,ny,0,0,68
Operating,H,Double,1200,205,1793,500,Top,3.6,hunter mountain,ny,0,0,68
Operating,E,Double,1000,418,2469,465,Bottom,5.3,hunter mountain,ny,0,0,68
Operating,South Park,Quad,2400,154,754,400,Bottom,1.9,hyland hills,mn,0,0,
Operating,North,Quad,2100,146,611,400,Bottom,1.5,hyland hills,mn,0,0,
Operating,Central Park,Quad,2058,110,570,400,Bottom,1.4,hyland hills,mn,0,0,
Operating,Aurora,Triple,1800,527,3110,,Top,,indianhead,mi,0,0,
Operating,A,Double,1200,420,2188,450,Top,4.9,indianhead,mi,0,0,
Operating,B,Double,1200,418,1920,450,Top,4.3,indianhead,mi,0,0,
Operating,C,Double,1200,420,1802,450,Top,4,indianhead,mi,0,0,
